Name                                 Publisher                                             Version
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.26.8
ConfigurationForLinux                Microsoft.GuestConfiguration                          1.7.0
ConfigurationforWindows              Microsoft.GuestConfiguration.Test                     1.0.0.0
ConfigurationforWindows              Microsoft.GuestConfiguration.Test                     1.1.0.0
ConfigurationforWindows              Microsoft.GuestConfiguration.Test                     1.2.0.0
OtherNullLinux                       Microsoft.CPlat.Core                                  3.0.1
AmdGpuDriverWindows                  Microsoft.HpcCompute.Edp                              1.1.0.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.11.0.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.18.0.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.19.0.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.24.1.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.25.0.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.28.3.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.29.12.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.29.13.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.29.18.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.29.19.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.29.24.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.29.33.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.29.4.0
ConfigurationforWindows              Microsoft.GuestConfiguration                          1.29.6.0
OtherNullWindows                     Microsoft.CPlat.Core                                  2.0.1
OtherNullWindows                     Microsoft.CPlat.Core                                  2.0.2
OtherNullWindows                     Microsoft.CPlat.Core                                  2.0.3
OtherNullWindows                     Microsoft.CPlat.Core                                  2.1.0
OtherNullWindows                     Microsoft.CPlat.Core                                  2.2.0
OtherNullWindows                     Microsoft.CPlat.Core                                  2.3.0
OtherNullWindows                     Microsoft.CPlat.Core                                  3.0.0
OtherNullWindows                     Microsoft.CPlat.Core                                  3.2.0
OtherNullWindows                     Microsoft.CPlat.Core                                  4.0.0
OtherNullWindows                     Microsoft.CPlat.Core                                  4.0.1
OtherNullWindows                     Microsoft.CPlat.Core                                  4.0.2
InfiniBandDriverLinux                Microsoft.HpcCompute.Edp                              1.1.0.1
InfiniBandDriverLinux                Microsoft.HpcCompute.Edp                              1.2.0.0
AmdGpuDriverWindows                  Microsoft.HpcCompute                                  1.0.0.0
AmdGpuDriverWindows                  Microsoft.HpcCompute                                  1.1.0.0
HPCAcmAgent                          Microsoft.HpcPack                                     1.0.46.0
HPCAcmAgent                          Microsoft.HpcPack                                     1.0.47.0
HpcVmDrivers                         Microsoft.HpcCompute                                  1.1.0.0
HpcVmDrivers                         Microsoft.HpcCompute                                  1.1.1.1
HpcVmDrivers                         Microsoft.HpcCompute                                  1.1.2.0
HpcVmDrivers                         Microsoft.HpcCompute                                  1.1.3.0
RunCommandHandlerLinux               Microsoft.CPlat.Core                                  1.2.0
InfiniBandDriverWindows              Microsoft.HpcCompute.Edp                              1.2.0.1
InfiniBandDriverWindows              Microsoft.HpcCompute.Edp                              1.3.0.0
InfiniBandDriverWindows              Microsoft.HpcCompute.Edp                              1.4.0.0
InfiniBandDriverWindows              Microsoft.HpcCompute.Edp                              1.5.0.0
HPCAcmAgentWin                       Microsoft.HpcPack                                     1.0.17.0
HPCAcmAgentWin                       Microsoft.HpcPack                                     1.0.18.0
InfiniBandDriverLinux                Microsoft.HpcCompute                                  1.0.0.0
InfiniBandDriverLinux                Microsoft.HpcCompute                                  1.1.0.0
InfiniBandDriverLinux                Microsoft.HpcCompute                                  1.2.0.0
RunCommandHandlerWindows             Microsoft.CPlat.Core                                  2.0.2
NvidiaGpuDriverLinux                 Microsoft.HpcCompute.Edp                              1.3.0.1
NvidiaGpuDriverLinux                 Microsoft.HpcCompute.Edp                              1.5.0.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute.Edp                              1.5.0.1
NvidiaGpuDriverLinux                 Microsoft.HpcCompute.Edp                              1.5.0.2
NvidiaGpuDriverLinux                 Microsoft.HpcCompute.Edp                              1.6.0.0
HPCComputeNode                       Microsoft.HpcPack                                     1.0.6435.0
HPCComputeNode                       Microsoft.HpcPack                                     1.0.6450.0
HPCComputeNode                       Microsoft.HpcPack                                     2.0.7205.0
HPCComputeNode                       Microsoft.HpcPack                                     2.0.7214.0
LogCollector                         Microsoft.Interceptor                                 1.0.1
LogCollector                         Microsoft.Interceptor                                 1.0.2
RunCommandLinux                      Microsoft.CPlat.Core                                  1.0.1
RunCommandLinux                      Microsoft.CPlat.Core                                  1.0.2
InfiniBandDriverWindows              Microsoft.HpcCompute                                  1.0.0.0
InfiniBandDriverWindows              Microsoft.HpcCompute                                  1.1.0.0
InfiniBandDriverWindows              Microsoft.HpcCompute                                  1.2.0.0
InfiniBandDriverWindows              Microsoft.HpcCompute                                  1.4.0.0
InfiniBandDriverWindows              Microsoft.HpcCompute                                  1.5.0.0
LinuxNodeAgent                       Microsoft.HpcPack                                     1.7.11.2
NvidiaGpuDriverWindows               Microsoft.HpcCompute.Edp                              1.3.1.1
NvidiaGpuDriverWindows               Microsoft.HpcCompute.Edp                              1.3.1.2
NvidiaGpuDriverWindows               Microsoft.HpcCompute.Edp                              1.4.0.0
RunCommandWindows                    Microsoft.CPlat.Core                                  1.0.1
RunCommandWindows                    Microsoft.CPlat.Core                                  1.1.8
RunCommandWindows                    Microsoft.CPlat.Core                                  1.1.9
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.0.0.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.1.0.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.1.1.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.1.2.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.1.3.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.2.0.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.3.0.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.3.1.0
NvidiaGpuDriverLinux                 Microsoft.HpcCompute                                  1.6.0.0
LinuxNodeAgent2016                   Microsoft.HpcPack                                     2.1.6.0
VMApplicationManagerLinux            Microsoft.CPlat.Core                                  1.0.0
VMApplicationManagerLinux            Microsoft.CPlat.Core                                  1.0.1
VMApplicationManagerLinux            Microsoft.CPlat.Core                                  1.0.3
VMApplicationManagerLinux            Microsoft.CPlat.Core                                  1.0.4
Cosmic.Compute.Windows.Node          Microsoft.M365                                        1.0.0.4
NvidiaGpuDriverWindows               Microsoft.HpcCompute                                  1.0.0.0
NvidiaGpuDriverWindows               Microsoft.HpcCompute                                  1.1.0.0
NvidiaGpuDriverWindows               Microsoft.HpcCompute                                  1.2.0.0
